Unnamed: 0,id,original_language,title,overview,popularity,release_date,vote_average,vote_count
4963,11135,en,The Rescuers Down Under,"a lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. not to worry -- the rescue aid society's top agents, heroic mice miss bianca and bernard, fly to australia to save the day. accompanying the fearless duo are bumbling albatross wilbur and local field operative jake the kangaroo rat.",6.303,1990-11-16,6.627,1247
2598,509364,fr,By the Grace of God,"alexandre, a man in his 40s living in lyon with his wife and children, discovers that the priest who abused him decades ago continues to work with children. he joins forces with others victims of the priest, to bring justice and “lift the burden of silence” about what they endured.",14.987,2019-02-20,7.156,548
7262,457262,en,Rip Tide,"there comes a point in everyone’s life when you have to make a decision about the direction you’re going to take. for newly-18 american fashion model cora, that time is now. she’s moved to an australian coastal town to be with her favourite aunt, after a 'fashion faux pas’ back home.",11.268,2017-10-03,6.105,449
1620,76589,en,Justice League: Doom,"an adaptation of mark waid's ""tower of babel"" story from the jla comic. vandal savage steals confidential files batman has compiled on the members of the justice league, and learns all their weaknesses.",23.04,2012-02-28,7.403,845
4521,458594,en,Peppermint,"a grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",21.886,2018-09-06,6.7,2006
5526,270343,fr,Love at First Fight,"arnaud, facing an uncertain future and a dearth of choices in a small french coastal town, meets and falls for the apocalyptic-minded madeleine, who joins an army boot camp to learn military and survival skills to prepare for the upcoming environmental collapse. intrigued and excited by madeleine’s wild ideas, arnaud signs up for the boot camp himself. they soon realize that the boot camp is harder than they’d imagined, but the experience nonetheless cements them together as the couple continues to explore their young love.",11.313,2014-08-20,6.501,430
616,438631,en,Dune,"paul atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. as malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",127.975,2021-09-15,7.786,12327
1126,338,de,"Good Bye, Lenin!",alex kerner's mother was in a coma while the berlin wall fell. when she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,15.912,2003-02-13,7.552,2352
8480,10877,en,Exit Wounds,"maverick cop orin boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in detroit. when he discovers a group of detectives secretly operating a drug ring, boyd joins forces with an unlikely ally -- gangster latrell walker -- to bring down the rotten cops.",34.52,2001-03-16,5.7,465
8084,284289,en,Beyond the Reach,a high-rolling corporate shark and his impoverished young guide play the most dangerous game during a hunting trip in the mojave desert.,22.485,2014-09-06,5.875,353
2564,978,en,Seven Years in Tibet,"austrian mountaineer heinrich harrer journeys to the himalayas without his family to head an expedition in 1939. but when world war ii breaks out, the arrogant harrer falls into allied forces' hands as a prisoner of war. he escapes with a fellow detainee and makes his way to llaso, tibet, where he meets the 14-year-old dalai lama, whose friendship ultimately transforms his outlook on life.",21.2,1997-09-12,7.166,2772
1768,985,en,Eraserhead,"first-time father henry spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",19.521,1977-09-28,7.365,2355
7395,76640,en,The Last Stand,"ray owens is sheriff of the quiet us border town of sommerton junction after leaving the lapd following a bungled operation. following his escape from the fbi, a notorious drug baron, his gang, and a hostage are heading toward sommerton junction where the police are preparing to make a last stand to intercept them before they cross the border. owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",24.721,2013-01-12,6.073,2739
4659,223485,en,Slow West,"in the old west, a 17-year-old scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.",12.442,2015-05-15,6.7,951
7034,532671,en,The Prodigy,a mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.,18.306,2019-02-06,6.155,949
911,313297,en,Kubo and the Two Strings,"kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. when he accidentally summons an evil spirit seeking vengeance, kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",33.15,2016-08-18,7.636,3513
8319,334536,en,The Blackcoat's Daughter,"two young women at a prestigious prep school are assailed by an evil, invisible power when they're stranded over winter break.",16.352,2017-03-31,5.795,633
4117,482981,en,Wild Rose,"a young scottish singer, rose-lynn harlan, dreams of making it as a country artist in nashville after being released from prison.",11.868,2019-04-12,6.804,316
5184,2978,en,Ghostbusters II,"having lost their status and credibility five years after covering new york city with gooey roasted marshmallows in ghostbusters (1984), the city's former heroes and once-popular spirit-hunters struggle to keep afloat, forced to work odd jobs. however, when dana and her baby have yet another terrifying encounter with the paranormal, it is up to peter venkman and his fearless team of supernatural crime fighters to step up and save the day. once more, humankind is in danger, as rivers of slimy psycho-reactive ectoplasm, paired with the dreadful manifestation of evil sixteenth-century tyrant vigo the carpathian, threaten to plunge the entire city into darkness. is the world ready to believe? can the ghostbusters save us for the second time?",48.494,1989-06-16,6.571,4333
9002,9838,en,King Solomon's Mines,"ever in search of adventure, explorer allan quatermain agrees to join the beautiful jesse huston on a mission to locate her archaeologist father, who has been abducted for his knowledge of the legendary mines of king solomon. as the kidnappers, led by sinister german military officer bockner, journey into the wilds of africa, allan and jesse track the party and must contend with fierce natives and dangerous creatures, among other perils.",16.344,1985-11-22,5.425,398
8169,14161,en,2012,"dr. adrian helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. he warns u.s. president thomas wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. meanwhile, writer jackson curtis stumbles on the same information. while the world's leaders race to build ""arks"" to escape the impending cataclysm, curtis struggles to find a way to save his family. meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",70.909,2009-10-10,5.844,11809
7590,427989,it,Poor but Rich,"the ""tucci"" are a poor italian family living in a small village in lazio. father, mother, a conceited daughter and a genius son, forced to pretend being stupid to keep up with the family. one day something unexpected happens: the family wins one hundred million euros. excited, they decide to keep the winning a secret, but as soon as a single word slips out from the mouth of the householder, they only have one choice to avoid being persecuted by friends and acquaintances: run away. they leave at night, heading to milan. they will realize as soon as they arrive that today's rich people behaves very differently from the past, and being rich has become a real bother... this discovery will make things way different from what tuccis' expected.",7.756,2016-12-15,6.0,405
2488,9660,en,Operation Petticoat,"a world war ii submarine commander finds himself stuck with a damaged sub, a con-man executive officer, and a group of army nurses.",21.403,1959-12-05,7.2,342
575,393559,fr,My Life as a Zucchini,"after his mother’s death, zucchini is befriended by a kind police officer, raymond, who accompanies him to his new foster home filled with other orphans his age. there, with the help of his newfound friends, zucchini eventually learns to trust and love as he searches for a new family of his own.",16.722,2016-09-22,7.807,1327
5332,25155,en,The Stepfather,"a seemingly mild mannered man -- who has just murdered his entire family -- quickly adopts a new identity and leaves town. after building a new relationship with a widow and her teenage daughter, he struggles to hide his true identity and maintain a grip on reality.",19.09,1987-01-23,6.5,312
2706,591275,en,Fear Street: 1666,"in 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",20.064,2021-07-14,7.1,1662
1060,64,es,Talk to Her,two men share an odd friendship while they care for two women who are both in deep comas.,16.675,2002-03-15,7.575,1262
7547,12590,en,Below,"in the dark silence of the sea during world war ii, the submarine uss tiger shark prowls on what should be a routine rescue mission. but for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fears that lurk just below the surface of the ocean.",32.323,2002-08-11,6.032,428
6609,71677,en,Assassination Games,"brazil is a contract killer, willing to take any job if the price is right. flint left the assassin game when a ruthless drug dealer’s brutal attack left his wife in a coma. when a contract is put out on the same coldblooded drug dealer, both brazil and flint want him dead – one for the money, the other for revenge. with crooked interpol agents and vicious members of the criminal underworld hot on their trail, these two assassins reluctantly join forces to quickly take out their target before they themselves are terminated.",11.029,2011-07-28,6.262,387
6343,115210,en,Stitches,"the clumsy and unfunny clown richard ""stitches"" grindle entertains at the 10th birthday party of little tom, but the boy and his friends play a prank with stitches, tying his shoelaces. stitches slips, falls and dies. six years later, tom gives a birthday party for his friends at home, but stitches revives to haunt the teenagers and revenge his death.",14.658,2012-10-05,6.321,404
4907,484247,en,A Simple Favor,"stephanie, a dedicated mother and popular vlogger, befriends emily, a mysterious upper-class woman whose son nicky attends the same school as miles, stephanie's son. when emily asks her to pick nicky up from school and then disappears, stephanie undertakes an investigation that will dive deep into emily's cloudy past.",23.02,2018-08-29,6.638,4078
2398,11020,en,Picnic at Hanging Rock,"in the early 1900s, miranda attends a girls boarding school in australia. one valentine's day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called hanging rock. despite rules against it, miranda and several other girls venture off. it's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.",17.95,1975-09-02,7.2,767
274,15,en,Citizen Kane,"newspaper magnate charles foster kane is taken from his mother as a boy and made the ward of a rich industrialist. as a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",31.845,1941-04-17,8.0,5415
128,313106,en,Doctor Who: The Day of the Doctor,"in 2013, something terrible is awakening in london's national gallery; in 1562, a murderous plot is afoot in elizabethan england; and somewhere in space an ancient battle reaches its devastating conclusion. all of reality is at stake as the doctor's own dangerous past comes back to haunt him.",18.899,2013-11-23,8.189,742
4281,581392,ko,Peninsula,a soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the korean peninsula.,47.395,2020-07-15,6.766,2319
9572,10513,en,Plan 9 from Outer Space,"in california, an old man grieves the loss of his wife and on the next day he also dies. however, the space soldier eros and her mate tanna use an electric device to resurrect them both and the strong inspector clay that was murdered by the couple. their intention is not to conquest earth but to stop mankind from developing the powerful bomb “solobonite” that would threaten the universe. when the population of hollywood and washington dc sees flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.",14.613,1959-07-22,4.188,528
1104,629542,en,The Bad Guys,"when the bad guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, mr. wolf brokers a deal to save them all from prison.",49.781,2022-03-17,7.56,1990
8398,433251,en,Naked,"following a wild night out with his best man, rob anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",23.118,2017-08-11,5.8,1261
2455,11773,en,Village of the Damned,"in a small english village everyone suddenly falls unconscious. when they awake every woman of child bearing age is pregnant. the resulting children have the same strange blond hair, eyes and a strong connection to each other.",13.354,1960-06-16,7.189,416
6391,28355,en,Case 39,"in her many years as a social worker, emily jenkins believes she has seen it all, until she meets 10-year-old lilith and the girl's cruel parents. emily's worst fears are confirmed when the parents try to harm the child, and so emily assumes custody of lilith while she looks for a foster family. however, emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect lilith, the more horrors she encounters.",21.825,2009-08-13,6.3,2186
1790,1427,en,Perfume: The Story of a Murderer,"jean-baptiste grenouille, born in the stench of 18th century paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. however, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",65.141,2006-09-13,7.358,4457
6931,9899,en,The Producers,"broadway producer max bialystock and his accountant, leo bloom plan to make money by charming wealthy old biddies to invest in a production many times over the actual cost, and then put on a sure-fire flop, so nobody will ask for their money back – and what can be a more certain flop than a tasteless musical celebrating hitler.",13.537,2005-12-25,6.181,458
3544,10166,en,The Witches,"a young boy named luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the grand high witch is unveiling her master plan to turn all children into mice. will luke fall victim to the witches' plot before he can stop them?",33.424,1990-05-25,6.9,1219
5525,8346,en,My Big Fat Greek Wedding,a young greek woman falls in love with a non-greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,18.849,2002-04-19,6.502,2083
8483,9074,en,The Man,a case of mistaken identity forces a federal agent and a dental supply salesman to team up as they speed through the streets of detroit to pull off a sting operation and solve the murder of the agent's former partner.,15.077,2005-09-08,5.7,527
3260,14139,es,Timecrimes,a man accidentally gets into a time machine and travels back in time nearly an hour. finding himself will be the first of a series of disasters of unforeseeable consequences.,35.042,2007-11-01,7.0,1232
5117,335977,en,Indiana Jones and the Dial of Destiny,"finding himself in a new era, and approaching retirement, indy wrestles with fitting into a world that seems to have outgrown him. but as the tentacles of an all-too-familiar evil return in the form of an old rival, indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",87.656,2023-06-25,6.588,3244
67,18491,ja,Neon Genesis Evangelion: The End of Evangelion,"seele orders an all-out attack on nerv, aiming to destroy the evas before gendo can trigger third impact and instrumentality under his control.",38.908,1997-07-19,8.306,1554
6131,315,en,"Faster, Pussycat! Kill! Kill!","three strippers seeking thrills encounter a young couple in the desert. after dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. they become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",8.795,1965-08-06,6.372,312
9163,10628,en,Kangaroo Jack,"two childhood friends — a new york hairstylist and a wanna-be musician — get mixed-up with the mob and are forced to deliver $50,000 to australia, but things go all wrong when the money is lost to a wild kangaroo.",19.941,2003-01-17,5.298,903
627,553,en,Dogville,"when a beautiful young grace arrives in the isolated township of dogville, the small community agrees to hide her from a gang of ruthless gangsters, and, in return, grace agrees to do odd jobs for the townspeople.",21.859,2003-05-21,7.78,2363
5678,11333,it,Super Fuzz,"while delivering a parking ticket to a small village in the florida everglades, officer dave speed finds himself in the middle of a radiation experiment conducted by the american government and nasa, where a detonated nuclear missile gives him a multitude of superpowers.",18.471,1980-09-18,6.468,315
473,552532,en,Charm City Kings,"mouse desperately wants to join the midnight clique, the infamous baltimore dirt bike riders who rule the summertime streets. when midnight’s leader, blax, takes 14-year-old mouse under his wing, mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence.",20.704,2020-01-27,7.864,459
1321,483983,de,Balloon,"two families attempt a daredevil plan to escape the gdr with a homemade hot air balloon, but it crashes just before the border. the stasi finds traces of this attempt to escape and immediately starts investigations, while the two families are forced to build a new escape balloon. with each passing day the stasi is closer on their heels – a nerve-wracking race against time begins.",16.416,2018-09-27,7.488,412
9437,11802,en,Space Chimps,three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.,18.253,2008-06-25,4.8,446
891,471707,pl,Corpus Christi,"a pious 20-year-old juvenile delinquent is sent to work at a sawmill in a small town; on arrival, he dresses up as a priest and accidentally takes over the local parish. the arrival of this young, charismatic preacher is an opportunity for the local community to begin the healing process after a tragedy that happened a year prior.",15.147,2019-09-10,7.645,534
4510,9538,en,Scanners,"after a man with extraordinary—and frighteningly destructive—telepathic abilities is nabbed by agents from a mysterious rogue corporation, he discovers he is far from the only possessor of such strange powers, and that some of the other “scanners” have their minds set on world domination, while others are trying to stop them.",18.731,1981-01-14,6.72,1156
5299,10890,en,Stripes,"john winger, an indolent sad sack in his 30s, impulsively joins the us army after losing his job, his girlfriend and his apartment.",17.118,1981-06-26,6.546,882
8715,27,en,9 Songs,"matt, a young glaciologist, soars across the vast, silent, icebound immensities of the south pole as he recalls his love affair with lisa. they meet at a mobbed rock concert in a vast music hall - london's brixton academy. they are in bed at night's end. together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",30.433,2004-07-16,5.6,506
7976,462148,fr,Love Addict,gabriel can't resist a beautiful woman. but his womanizing attitude is taking a toll on his career and social life. he decides to hire a life coach to help him.,8.533,2018-04-18,5.9,342
7723,597890,en,Voyagers,"with the future of the human race at stake, a group of young men and women -- bred for intelligence and obedience -- embark on an expedition to colonize a distant planet. when they uncover disturbing secrets about the mission, they defy their training and begin to explore their most primitive natures. as life on the ship descends into chaos, they soon become consumed by fear, lust and an insatiable hunger for power.",21.092,2021-04-08,5.98,837
1812,429174,ru,Loveless,"zhenya and boris are going through a vicious divorce marked by resentment, frustration and recriminations. already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son alyosha. until, after witnessing one of their fights, alyosha disappears.",13.677,2017-06-01,7.4,730
7008,14444,en,The Rugrats Movie,"based on the popular nickelodeon tv series rugrats, this is the first full-length feature animated movie to star the little tots. it's the story of diaper-clad kids, told from a baby's point- of-view, and they were one of the hottest-selling toy franchises of the late '90s.",32.162,1998-11-20,6.2,548
4395,571891,ja,Pokémon the Movie: Mewtwo Strikes Back - Evolution,"after accepting an invitation from a mysterious trainer, ash, misty and brock meet mewtwo, an artificially created pokémon who wants to do battle.",36.944,2019-07-12,6.7,521
1715,17529,en,True Grit,"the murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. she recruits a tough old marshal, 'rooster' cogburn because he has 'true grit', and a reputation of getting the job done.",20.495,1969-06-11,7.377,753
6354,9273,en,Ace Ventura: When Nature Calls,"summoned from an ashram in tibet, ace finds himself on a perilous journey into the jungles of africa to find shikaka, the missing sacred animal of the friendly wachati tribe. he must accomplish this before the wedding of the wachati's princess to the prince of the warrior wachootoos. if ace fails, the result will be a vicious tribal war.",40.379,1995-11-10,6.318,4075
725,24657,sv,The Sacrifice,"alexander, a journalist, philosopher and retired actor, celebrates a birthday with friends and family when it is announced that nuclear war has begun.",18.155,1986-05-09,7.726,507
4015,2300,en,Space Jam,"with their freedom on the line, the looney tunes seek the help of nba superstar michael jordon to win a basketball game against a team of moronic aliens.",34.39,1996-11-15,6.826,5915
5177,13667,en,Better Off Dead...,"high school student lane meyer sinks into suicidal depression when his girlfriend dumps him for jock roy stalin, the high school ski racing champion. meanwhile, he has to deal with his eccentric family, a tenacious paperboy and an obnoxious neighbor whose mother is hosting a beautiful french exchange student named monique.",25.185,1985-08-23,6.6,480
822,12516,ja,Dreams,a collection of magical tales based upon the actual dreams of director akira kurosawa.,21.211,1990-05-11,7.7,454
8135,9988,en,Beerfest,"during a trip to germany to scatter their grandfather's ashes, german-american brothers todd and jan discover beerfest, the secret olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. their old country cousins sneer at the yanks' chances, prompting the siblings to return to america to prepare for a showdown the following year.",19.692,2006-08-25,5.9,528
685,382591,fr,Two Is a Family,a man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for london to try and find the mother. eight years later after he and his daughter become inseparable gloria's mother reappears.,20.856,2016-12-07,7.747,2934
6690,516329,en,Antlers,"a small-town oregon teacher and her brother, the local sheriff, discover a young student is harbouring a dangerous secret that could have frightening consequences.",23.801,2021-10-28,6.242,1069
6133,11068,en,Singles,"a group of young adults in their twenties, who share an apartment in the city of seattle, ponder on love and face all the challenges of adulthood.",17.232,1992-09-18,6.371,372
3728,13931,en,Mike's New Car,"mike discovers that being the top-ranking laugh collector at monsters, inc. has its benefits – in particular, earning enough money to buy a six-wheel-drive car that's loaded with gadgets. that new-car smell doesn't last long enough, however, as sulley jump-starts an ill-fated road test that teaches mike the true meaning of buyer's remorse.",38.525,2002-05-24,6.889,685
4311,105077,en,Battlestar Galactica: The Plan,"when the initial cylon attack against the twelve colonies fails to achieve complete extermination of human life as planned, twin number ones (cavils) embedded on galactica and caprica must improvise to destroy the human survivors.",15.63,2009-10-27,6.8,416
1583,258893,en,Scooby-Doo! WrestleMania Mystery,"the mystery begins when shaggy and scooby win tickets to ""wrestlemania"" and convince the crew to go with them to wwe city. but this city harbors a spooky secret - a ghastly ghost bear holds the town in his terrifying grip! to protect the coveted wwe championship title, the gang gets help from wwe superstars like john cena, triple h, sin cara, brodus clay, aj lee, the miz and kane. watch scooby and the gang grapple with solving this case before it's too late.",21.82,2014-03-11,7.414,307
691,808,en,Shrek,"it ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named shrek. on a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, shrek teams up with an unlikely compatriot -- a wisecracking donkey.",134.746,2001-05-18,7.744,16885
4872,852046,fr,Athena,"hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",26.258,2022-09-09,6.644,710
5044,10952,en,New Jack City,"a gangster, nino, is in the cash money brothers, making a million dollars every week selling crack. a cop, scotty, discovers that the only way to infiltrate the gang is to become a dealer himself.",18.852,1991-03-08,6.606,512
7863,19724,en,Imagine That,"a financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",15.554,2009-06-19,5.947,549
220,831827,en,Far from the Tree,"on an idyllic beach in the pacific northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",12.219,2021-11-24,8.075,361
1735,245913,en,Pelé: Birth of a Legend,"the life story of brazilian football legend, pele.",21.581,2016-05-06,7.372,1058
5478,287689,en,7 Days in Hell,a fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.,16.651,2015-07-11,6.512,374
5949,624860,en,The Matrix Resurrections,"plagued by strange memories, neo's life takes an unexpected turn when he finds himself back inside the matrix.",65.157,2021-12-16,6.414,5610
82,283566,ja,Evangelion: 3.0+1.0 Thrice Upon a Time,"in the aftermath of the fourth impact, stranded without their evangelions, shinji, asuka and rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet earth. there, each lives a life far different from their days as an evangelion pilot. however, the danger to the world is far from over. a new impact is looming on the horizon—one that will prove to be the true end of evangelion.",38.35,2021-03-08,8.261,788
2061,941,en,Lethal Weapon,"veteran buttoned-down lapd detective roger murtaugh is partnered with unhinged cop martin riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. the odd couple embark on their first homicide investigation as partners, involving a young woman known to murtaugh with ties to a drug and prostitution ring.",32.351,1987-03-06,7.289,4460
5976,425972,en,Cargo,"after being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",22.002,2017-10-06,6.408,1687
7223,10665,en,The Strangers,"after a 4 a.m. knock at the door and haunting voices, kristen mckay and james hoyt’s remote getaway becomes a psychological night of terror as three masked strangers invade. now they must go far beyond what they thought themselves capable of if they hope to survive.",33.065,2008-05-29,6.1,2359
45,1058694,es,Radical,"in a mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.",39.896,2023-10-19,8.379,397
1145,31216,en,I Can't Think Straight,"tala, a london-based palestinian, is preparing for her elaborate middle eastern wedding when she meets leyla, a young british indian woman who is dating her best friend. spirited christian tala and shy muslim leyla could not be more different from each other, but the attraction is immediate and goes deeper than friendship. but tala is not ready to accept the implications of the choice her heart has made for her and escapes back to jordan, while leyla tries to move on with her new-found life, to the shock of her tradition-loving parents. as tala's wedding day approaches, simmering tensions come to boiling point and the pressure mounts for tala to be true to herself.",16.274,2008-06-01,7.543,302
7918,324542,en,Sleepless,"undercover las vegas police officer vincent downs, who's got a lot of enemies, is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. when a heist goes wrong, a crew of homicidal gangsters get t, downs’ teenage son. in one sleepless night, he will have to rescue his son t (whom they got), evade an internal affairs investigation and bring the kidnappers to justice.",17.584,2017-01-12,5.928,1229
7571,10533,en,The Scarlet Letter,"set in puritanical boston in the mid 1600s, the story of seamstress hester prynne, who is outcast after she becomes pregnant by a respected reverend. she refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""a"" until an indian attack unites the puritans and leads to a reevaluation of their laws and morals.",22.152,1995-10-13,6.028,445
5779,537739,en,Can You Keep a Secret?,"emma corrigan, a girl with a few secrets on a turbulent plane ride, thinks she’s about to die, emma spills them all to the handsome stranger sitting next to her. at least, she thought he was a stranger. but then, her company’s young and elusive ceo, arrives at the office. it’s him. and he knows every single humiliating detail about emma.",23.91,2019-09-13,6.445,890
9348,74536,en,The Son of No One,a rookie cop is assigned to the 118 precinct in the same district where he grew up. the precinct captain starts receiving letters about two unsolved murders that happened many years ago in the housing projects when the rookie cop was just a kid. these letters bring back bad memories and old secrets that begin to threaten his career and break up his family.,8.658,2011-11-04,5.1,303
4364,11313,en,Hearts in Atlantis,a widowed mother and her son change when a mysterious stranger enters their lives.,20.343,2001-09-28,6.748,532
4207,10156,en,History of the World: Part I,"an uproarious version of history that proves nothing is sacred – not even the roman empire, the french revolution and the spanish inquisition.",52.093,1981-06-12,6.8,777
1820,11206,en,Wait Until Dark,"after a flight back home, sam hendrix returns with a doll he innocently acquired along the way. as it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless roat has followed hendrix back to his place to retrieve it. when hendrix leaves for business, the crooks make their move -- and find his blind wife, susy, alone in the apartment. soon, a life-threatening game begins between susy and the thugs.",23.513,1967-10-26,7.35,513
8638,441384,en,The Beach Bum,"an irreverent comedy about the misadventures of moondog, a rebellious stoner and lovable rogue who lives large.",16.63,2019-03-21,5.648,486
9118,408381,en,Monolith,a mother and her son plan a surprise visit to los angeles to see her husband/his father. halfway there they get into a terrible accident in the middle of nowhere and now must fight to survive.,26.642,2016-05-12,5.332,363
8287,622420,en,The Jack in the Box,"when a vintage jack-in-the-box is un-earthed and opened, it's new owners soon have reason to believe the creepy clown doll within has a life of its own.",24.623,2019-11-09,5.805,406
6187,11008,en,Major Payne,"major benson winifred payne is being discharged from the marines. payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. a career marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's jrotc program, a bunch of ragtag losers with no hope.",32.747,1995-03-24,6.359,772
4285,10552,en,Cat's Eye,"three short stories linked by a stray cat that roams from one tale to the next, in this creepy triptych that begins as dick tries to quit smoking by any means necessary. next, we meet johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. finally, amanda is threatened by an evil gnome who throws suspicion on the family cat.",15.411,1985-04-12,6.766,627
7847,85041,it,The Immature: The Trip,"after the events of the first movie, the ""immatures"" go on a trip to the greek island of paros.",10.384,2012-01-04,5.951,599
7450,216282,en,Into the Storm,"as a new day begins in the town of silverton, its residents have little reason to believe it will be anything other than ordinary. mother nature, however has other plans. in the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages silverton. storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.",24.758,2014-08-06,6.058,1994
4355,464502,en,Acrimony,"faithful wife melinda, who is tired of standing by her devious husband robert, is enraged when it becomes clear she has been betrayed. that's when she lost it, and now she cannot let it go.",14.591,2018-03-30,6.75,375
254,106646,en,The Wolf of Wall Street,"a new york stockbroker refuses to cooperate in a large securities fraud case involving corruption on wall street, corporate banking world and mob infiltration. based on jordan belfort's autobiography.",106.995,2013-12-25,8.035,23622
9565,218043,en,Left Behind,a small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,33.57,2014-10-03,4.23,1273
6754,763149,en,Aftermath,"desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",17.279,2021-08-04,6.226,585
4669,250235,it,Tutta colpa di Freud,"francesco is a psychoanalyst grappling with three hopeless causes: a bookseller in love with a book thief, a lesbian hell-bent on becoming straight after a heartbreak, and an 18-year-old in a relationship with a much older married man. unfortunately, these patients are also his three beloved daughters!",9.071,2014-01-23,6.683,1001
7838,693113,en,Midnight in the Switchgrass,"fbi agent karl helter and his partner rebecca lombardo are very close to busting a sex-trafficking ring. when they realize their investigation has crossed the path of a brutal serial killer, they team up with a fdle agent to put an end to the infamous 'truck stop killer'.",23.154,2021-07-23,5.954,410
