Unnamed: 0,id,original_language,title,overview,popularity,release_date,vote_average,vote_count
2262,14047,en,The Great Debaters,the true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog african-american college students into a historical powerhouse that took on the harvard elite.,20.309,2007-12-25,7.241,606
3568,12244,en,9,"when 9 first comes to life, he finds himself in a post-apocalyptic world. all humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",35.226,2009-08-19,6.926,3466
8424,10053,en,When a Stranger Calls,"far away from the site of a gruesome murder, a teenager named jill johnson arrives at a luxurious home for a baby-sitting job. with the children fast asleep, she settles in for what she expects to be an ordinary evening. soon, the ringing of a phone and the frightening words of a sadistic caller turn jill's routine experience into a night of terror.",23.179,2006-02-03,5.7,1019
2856,102651,en,Maleficent,"a beautiful, pure-hearted young woman, maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. she rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. bent on revenge, maleficent faces an epic battle with the invading king's successor and, as a result, places a curse upon his newborn infant aurora. as the child grows, maleficent realizes that aurora holds the key to peace in the kingdom – and to maleficent's true happiness as well.",94.781,2014-05-28,7.093,12960
9354,9947,en,Elektra,"elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",35.977,2005-01-13,5.0,2380
4887,645710,en,The Voyeurs,"when pippa and thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite – inviting them to witness the volatile relationship of the attractive couple across the street. but what starts as a simple curiosity turns into full-blown obsession with increasingly dangerous consequences.",51.784,2021-08-25,6.642,887
7752,43209,th,Ong Bak 3,"tien is captured and almost beaten to death before he is saved and brought back to the kana khone villagers. there he is taught meditation and how to deal with his karma, but very soon his arch rival returns challenging tien for a final duel.",19.81,2010-05-05,6.0,421
8520,71672,en,Wrong Turn 4: Bloody Beginnings,"a group of friends take refuge in a deserted sanatorium after they are left stranded in a snowstorm. later, the place becomes a death trap when man-eating cannibals surround them.",59.26,2011-10-17,5.706,1063
2712,69315,en,Battlestar Galactica: Razor,a two-hour battlestar galactica special that tells the story of the battlestar pegasus several months prior to it finding the galactica.,16.317,2007-11-12,7.127,391
1011,265169,tr,Winter Sleep,"aydın is a hotel owner and a retired actor in rural turkey. as winter emerges he begins navigating the conflicts within the relationships with his wife, sister and existence.",11.588,2014-06-13,7.595,529
6258,8197,en,Midnight in the Garden of Good and Evil,"a visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",20.26,1997-11-21,6.343,561
229,8392,ja,My Neighbor Totoro,"two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by totoros, magical spirits of the forest. when the youngest runs away from home, the older sister seeks help from the spirits to find her.",75.211,1988-04-10,8.069,7821
4865,619297,en,Sweet Girl,"a man vows to bring justice to those responsible for his wife's death while protecting the only family he has left, his daughter.",25.561,2021-08-18,6.645,1172
9179,71469,en,The Darkest Hour,"in moscow, five young people lead the charge against an alien race which has attacked earth via our power supply.",27.787,2011-12-22,5.277,1423
3933,796499,en,Army of Thieves,a mysterious woman recruits bank teller ludwig dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,46.396,2021-10-29,6.843,1976
7119,331,en,Jurassic Park III,"in need of funds for research, dr. alan grant accepts a large sum of money to accompany paul and amanda kirby on an aerial tour of the infamous isla sorna. it isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",2.819,2001-07-18,6.137,7012
2807,754067,fr,Vicky and Her Mystery,"stéphane decides to move to the beautiful mountains of cantal in order to reconnect with his 8-year-old daughter, victoria, who has been silent since her mother's disappearance. during a walk in the forest, a shepherd gives victoria a puppy named ""mystery"" who will gradually give her a taste for life. but very quickly, stéphane discovers that the animal is in reality a wolf… despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",13.31,2021-12-15,7.1,492
7042,7007,en,Rising Sun,"when a prostitute is found dead in a los angeles skyscraper occupied by a large japanese corporation, detectives john connor and web smith are called in to investigate. although connor has previous experience working in japan, cultural differences make their progress difficult until a security disc showing the murder turns up. close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",13.919,1993-07-30,6.154,733
8487,1441,en,The Contract,"attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer.",30.541,2006-04-05,5.723,492
1005,283587,en,Beasts of No Nation,"based on the experiences of agu, a child fighting in the civil war of an unnamed, fictional west african country. follows agu's journey as he's forced to join a group of soldiers. while he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",20.376,2015-09-11,7.597,1698
3835,629015,en,Shut In,a young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,20.663,2022-03-24,6.863,351
7600,2370,en,Topaz,"copenhagen, denmark, 1962. when a high-ranking soviet official decides to change sides, a french intelligence agent is caught up in a cold, silent and bloody spy war in which his own family will play a decisive role.",17.4,1969-12-17,6.019,371
5291,9638,en,Phantasm,"a teenage boy and his friends face off against a mysterious grave robber, known only as the tall man, who employs a lethal arsenal of unearthly weapons.",11.538,1979-03-28,6.547,670
1939,2977,en,Becoming Jane,a biographical portrait of a pre-fame jane austen and her romance with a young irishman.,21.68,2007-03-02,7.323,1145
6933,9285,en,Road Trip,"after an ithaca college student films his one-night stand with a beautiful sorority girl, he discovers one of his friends has accidentally mailed the homemade sex tape to his girlfriend in austin. in a frenzy, he must borrow a car and hit the road in a desperate bid to intercept the tape.",31.11,2000-05-19,6.181,1896
5906,14517,en,MirrorMask,"in a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled mirrormask in order to save the kingdom and get home.",10.979,2005-01-25,6.414,321
7359,37652,fr,Didier,"jean-pierre costa is a football manager upon whom fate appears not to be smiling. first, a friend, annabelle, dumps a pet labrador named didier on him whilst she goes off to make a report in los angeles. next, one of his star players is injured, leaving him one player short for a crucial match. as if things could not get any worse, costa wakes up one morning to find that that didier has been transformed into a man...",9.66,1997-01-28,6.087,583
8274,393345,en,Cult of Chucky,"confined to an asylum for the criminally insane for the past four years, nica is wrongly convinced that she, not chucky, murdered her entire family... until a string of grisly deaths occur after her psychiatrist introduces a new group therapy tool -- a ""good guy"" doll.",50.216,2017-10-12,5.808,1256
3856,539651,en,Don't Let Go,"a detective suffering from a personal loss receives a call from his recently deceased niece. being able to communicate across time, the two work together to try and stop the crime before it occurs.",15.651,2019-08-30,6.859,370
7281,48171,en,The Rite,"seminary student michael kovak reluctantly attends exorcism school at the vatican. while he’s in rome, michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on earth.",18.254,2011-01-28,6.102,2036
3660,6471,en,The Jerk,"after discovering he's not really black like the rest of his family, likable dimwit navin johnson sets off on a hilarious misadventure that takes him from rags to riches and back again. the slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to johnson is his true love.",14.943,1979-12-14,6.903,796
5096,6972,en,Australia,"set in northern australia before world war ii, an english aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. as the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of darwin by japanese forces firsthand.",24.168,2008-11-18,6.593,2246
3625,38408,en,Life As We Know It,"after a disastrous first date for caterer holly and network sports director messer, all they have in common is a dislike for each other and their love for their goddaughter sophie. but when they suddenly become all sophie has in this world, holly and messer must set their differences aside. juggling careers and social calendars, they'll have to find common ground while living under the same roof.",20.049,2010-10-02,6.913,3066
3108,645689,en,The Duke,"in 1961, a 60-year-old taxi driver stole goya’s portrait of the duke of wellington from the national gallery in london.  it was the first (and remains the only) theft in the gallery’s history.  what happened next became the stuff of legend.",15.275,2021-07-23,7.0,305
8725,11045,en,Taxi,a mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of new york city bank robberies committed by a quartet of female brazilian bank robbers.,33.21,2004-10-06,5.599,1038
7175,10781,en,The Texas Chainsaw Massacre: The Beginning,"chrissie and her friends set out on a road trip for a final fling before one is shipped off to vietnam. along the way, bikers harass the foursome and cause an accident that throws chrissie from the vehicle. the lawman who arrives on the scene kills one of the bikers and brings chrissie's friends to the hewitt homestead, where young leatherface is learning the tools of terror.",36.939,2006-10-05,6.126,1730
7099,12593,en,Fritz the Cat,"a swinging, hypocritical college student cat raises hell in a satirical vision of the 1960s.",27.421,1972-04-12,6.1,315
8950,190847,en,The Last Days on Mars,"on the last day of the first manned mission to mars, a crew member of tantalus base believes he has made an astounding discovery – fossilized evidence of bacterial life. unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. but a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice. his devastated colleagues attempt to recover his body. however, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",15.018,2013-08-11,5.466,791
7147,590995,en,The Craft: Legacy,an eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.,23.354,2020-10-28,6.131,781
3987,919,ja,Blood: The Last Vampire,"in japan, the vampire-hunter saya, who is a powerful original, is sent by her liaison with the government, david, posed as a teenage student to the yokota high school on the eve of halloween to hunt down vampires. saya asks david to give a new katana to her. soon she saves the school nurse makiho amano from two vampires disguised of classmates and makiho witnesses her fight against the powerful demon.",15.352,2000-11-18,6.833,318
3975,243683,en,Step Up All In,"all-stars from the previous step up installments come together in glittering las vegas, battling for a victory that could define their dreams and their careers.",31.184,2014-07-16,6.8,1904
3774,467956,en,The Professor,"a world-weary college professor is given a life-changing diagnosis and decides to throw all pretense and conventions to the wind and live his life as boldly and freely as possible with a biting sense of humor, a reckless streak and a touch of madness.",19.154,2018-05-17,6.879,1114
5645,603119,en,The Silencing,a reformed hunter becomes involved in a deadly game of cat and mouse when he and the local sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.,19.255,2020-07-18,6.474,665
8127,383785,zh,Kung Fu Yoga,"two professors team up to locate a lost treasure and embark on an adventure that takes them from a tibetan ice cave to dubai, and to a mountain temple in india.",21.745,2017-01-27,5.859,369
234,11423,ko,Memories of Murder,"during the late 1980s, two detectives in a south korean province attempt to solve the nation's first series of rape-and-murder cases.",36.256,2003-05-02,8.06,3712
4674,9044,en,Tristan & Isolde,an affair between the second in line to britain's throne and the princess of the feuding irish spells doom for the young lovers.,18.022,2006-04-07,6.683,775
9187,9446,en,Jungle 2 Jungle,"uptight new york city executive, michael cromwell, pursues his soon-to-be ex-wife to south america and returns home with the son he never knew he had—a boy raised in a tribal village in brazil. armed with only his blowgun, the 13-year-old mimi-siku discovers that the world outside his jungle home is indeed a strange place.",14.939,1997-03-04,5.272,456
7734,32823,en,Get Him to the Greek,"pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in la featuring aldous snow, a fading rockstar who has dropped off the radar in recent years. record company intern aaron green is faced with the monumental task of bringing his idol, out of control rock star aldous snow, back to la for his comeback show.",15.505,2010-06-03,5.977,1729
5633,199575,en,These Final Hours,"what would you do on the last day on earth?  with the end of the world only hours away, the self-absorbed james heads to the ultimate party-to-end-all-parties. on his way there, he saves the life of a young girl named rose who is searching desperately for her missing father. this simple act sets james on a path to redemption.",14.309,2014-07-31,6.477,545
2217,9833,en,The Phantom of the Opera,"deformed since birth, a bitter man known only as the phantom lives in the sewers underneath the paris opera house. he falls in love with the obscure chorus singer christine, and privately tutors her while terrorizing the rest of the crew.",36.643,2004-12-08,7.25,1582
8069,671039,fr,Rogue City,"caught in the crosshairs of police corruption and marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",16.784,2020-10-30,5.88,578
1740,8356,en,An Affair to Remember,a couple falls in love and agrees to meet in six months at the empire state building - but will it happen?,12.609,1957-07-11,7.371,450
4940,2059,en,National Treasure,"modern treasure hunters, led by archaeologist ben gates, search for a chest of riches rumored to have been stashed away by george washington, thomas jefferson and benjamin franklin during the revolutionary war. the chest's whereabouts may lie in secret clues embedded in the constitution and the declaration of independence, and gates is in a race to find the gold before his enemies do.",40.496,2004-11-19,6.633,6216
5534,253,en,Live and Let Die,james bond must investigate a mysterious murder case of a british agent in new orleans. soon he finds himself up against a gangster boss named mr. big.,33.895,1973-06-27,6.5,1988
3906,521777,en,Good Boys,a group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,27.871,2019-08-14,6.848,1814
1995,801,en,"Good Morning, Vietnam","a disk jockey goes to vietnam to work for the armed forces radio service. while he becomes popular among the troops, his superiors disapprove of his humour.",23.529,1987-12-23,7.305,2639
2776,711,en,Finding Forrester,gus van sant tells the story of a young african american man named jamal who confronts his talents while living on the streets of the bronx. he accidentally runs into an old writer named forrester who discovers his passion for writing. with help from his new mentor jamal receives a scholarship to a private school.,20.346,2000-12-21,7.1,1061
6656,457435,fr,Return of the Hero,"france, 1809. captain neuville is called to the front, leaving his future bride heartbroken. her sister decides to write letters on his behalf to cheer her up.",8.785,2018-02-14,6.251,580
5831,8512,en,Devil in a Blue Dress,"in late 1940s los angeles, easy rawlins is an unemployed black world war ii veteran with few job prospects. at a bar, easy meets dewitt albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named daphne monet, who he suspects is hiding out in one of the city's black jazz clubs. strapped for money and facing house payments, easy takes the job, but soon finds himself in over his head.",18.87,1995-09-29,6.44,390
3695,531876,en,The Outpost,"a small unit of u.s. soldiers, alone at the remote combat outpost keating, located deep in the valley of three mountains in afghanistan, battles to defend against an overwhelming force of taliban fighters in a coordinated attack. the battle of kamdesh, as it was known, was the bloodiest american engagement of the afghan war in 2009 and bravo troop 3-61 cav became one of the most decorated units of the 19-year conflict.",25.775,2020-06-24,6.896,1015
3675,25508,en,Cat People,"a serbian émigré in manhattan believes that, because of an ancient curse, any physical intimacy with the man she loves will turn her into a feline predator.",14.185,1942-12-05,6.9,569
7060,13387,en,Transporter 3,"frank martin puts the driving gloves on to deliver valentina, the kidnapped daughter of a ukranian government official, from marseilles to odessa on the black sea. en route, he has to contend with thugs who want to intercept valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",46.43,2008-11-26,6.2,3293
994,20875,ru,Operation Y and Other Shurik's Adventures,"the film consists of three independent parts: ""workmate"", ""déjà vu"" and ""operation y"". the plot follows the adventures of shurik (alternative spelling — shourick), the naive and nerdy soviet student who often gets into ludicrous situations but always finds a way out very neatly.  ""operation y and shurik's other adventures"" was a hit movie and became the leader of soviet film distribution in 1965.",19.745,1965-07-24,7.602,416
5063,529862,en,Brittany Runs a Marathon,"hilarious and outgoing, brittany forgler, is everybody’s best friend ― except her own. her partying, underemployment and toxic relationships are catching up with her. she receives a startling wake-up call when a visit to the doctor reveals how unhealthy she is. motivated to lose weight, but too broke for a gym and too proud to ask for help, brit is at a loss, until her neighbor pushes her to run one sweaty block. soon, she sets an almost unthinkable goal: the new york city marathon.",10.815,2019-08-23,6.6,469
1288,1859,en,Ninotchka,a stern russian woman sent to paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,13.846,1939-11-23,7.5,375
8627,23823,en,Wrong Turn 3: Left for Dead,"a group of people find themselves trapped in the backwoods of west virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",69.8,2009-10-20,5.652,1127
7146,606876,en,Rifkin’s Festival,"the story of a married american couple who go to the san sebastian film festival. they get caught up in the magic of the festival, the beauty and charm of spain and the fantasy of movies. she has an affair with a brilliant french movie director, and he falls in love with a beautiful spanish woman who lives there.",13.226,2020-10-01,6.1,423
6712,2770,en,American Pie 2,"after a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. as it turns out, whether that will happen or not has a lot to do with the girls. between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",47.543,2001-08-10,6.2,4821
1156,308369,en,Me and Earl and the Dying Girl,"greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with earl, his only friend. but both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",14.55,2015-06-12,7.5,2517
867,51739,ja,The Secret World of Arrietty,"14-year-old arrietty and the rest of the clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. however, life changes for the clocks when a human boy discovers arrietty.",52.506,2010-07-16,7.657,2771
1289,475,en,Bonnie and Clyde,"in the 1930s, bored waitress bonnie parker falls in love with an ex-con named clyde barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",29.241,1967-08-14,7.499,1579
8827,195590,en,Collide,"an american backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across cologne’s autobahns.",21.011,2016-06-10,5.54,572
8356,1408,en,Cutthroat Island,"morgan adams and her slave, william shaw, are on a quest to recover the three portions of a treasure map. unfortunately, the final portion is held by her murderous uncle, dawg. her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. this is made yet more difficult by the efforts of the british crown to end her pirate raids.",34.22,1995-12-22,5.776,532
2400,14168,en,3:10 to Yuma,"dan evans, a small time farmer, is hired to escort ben wade, a dangerous outlaw, to yuma. as evans and wade wait for the 3:10 train to yuma, wade's gang is racing to free him.",64.652,1957-08-07,7.205,346
9496,529983,en,The Poison Rose,"a down-on-his-luck pi is hired by his old flame to investigate a murder. but while the case at first appears routine, it slowly reveals itself to be a complex interwoven web of crimes, suspects and dead bodies.",26.067,2019-05-23,4.61,332
2896,5488,ko,"I'm a Cyborg, but That's OK","young-goon, mentally deranged and frequently electro-charging herself with a transistor radio, has been admitted into a mental institution. firmly believing herself to be a cyborg, she refuses to consume like a human being. il-soon is another patient, who catches the eye of young-goon and soon becomes a close friend. il-soon is now confronted with the biggest task: to cure young-goon's mental problem and have her eat real food.",11.202,2006-12-07,7.086,498
218,7345,en,There Will Be Blood,"ruthless silver miner, turned oil prospector, daniel plainview, moves to oil-rich california. using his son to project a trustworthy, family-man image, plainview cons local landowners into selling him their valuable properties for a pittance. however, local preacher eli sunday suspects plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",39.71,2007-12-26,8.081,6481
7210,10185,en,The Midnight Meat Train,"a photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",17.631,2008-08-07,6.1,1091
7686,700391,en,65,"65 million years ago, the only 2 survivors of a spaceship from somaris that crash-landed on earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",57.986,2023-03-02,5.992,2275
2857,14291,en,Searching for Bobby Fischer,a seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable bobby fischer.,31.34,1993-08-13,7.093,551
2165,375315,fa,The Salesman,"forced out of their apartment due to dangerous works on a neighboring building, emad and rana move into a new flat in the center of tehran. an incident linked to the previous tenant will dramatically change the young couple’s life.",15.666,2016-06-24,7.262,833
6730,296065,en,Last Shift,"rookie police officer jessica loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. ordered not to leave the station under any circumstances, jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. jessica is left to fend for herself in the devil's playground.",17.252,2014-10-25,6.233,579
307,424694,en,Bohemian Rhapsody,"singer freddie mercury, guitarist brian may, drummer roger taylor and bass guitarist john deacon take the music world by storm when they form the rock 'n' roll band queen in 1970. hit songs become instant classics. when mercury's increasingly wild lifestyle starts to spiral out of control, queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",53.01,2018-10-24,7.986,16695
1499,364433,it,They Call Me Jeeg,"after coming in contact with radioactive waste, small-time crook enzo ceccotti gains super-strength. a misanthropic, introverted brute, he uses his new powers for personal gain until he meets alessia, a mentally ill girl who believes enzo is the hero from her favorite anime steel jeeg.",13.801,2016-02-25,7.436,2451
2958,394374,es,At the End of the Tunnel,a paraplegic computer engineer that moves in a wheelchair and works in his basement starts hearing noises and voices of bank-robbers.,14.631,2016-04-21,7.068,388
8994,454283,en,Action Point,a daredevil designs and operates his own theme park with his friends.,14.352,2018-06-01,5.435,331
975,13980,ja,Sword of the Stranger,"pursued by formidable chinese assassins, young kotaro and his dog run into no name, a mysterious stranger who gets pulled into the chase. the unlikely companions form a bond over saving the dog from a poison attack, but chaos erupts when the assassins find kotaro, and no name must face his past before a horrible fate is met again.",36.828,2007-09-29,7.609,396
7974,1257,en,Because I Said So,"in an effort to prevent family history from repeating itself, meddlesome mom daphne wilder attempts to set up her youngest daughter, milly, with mr. right. meanwhile, her other daughters try to keep their mom's good intentions under control.",19.644,2007-02-02,5.91,613
2938,45094,en,Conviction,"when betty anne waters' older brother kenny is arrested for murder and sentenced to life in 1983, betty anne, a massachusetts wife and mother of two, dedicates her life to overturning the murder conviction. convinced that her brother is innocent, betty anne puts herself through high school, college and, finally, law school in an 18 year quest to free kenny. with the help of best friend abra rice, betty anne pores through suspicious evidence mounted by small town cop nancy taylor, meticulously retracing the steps that led to kenny's arrest. belief in her brother - and her quest for the truth - pushes betty anne and her team to uncover the facts and utilize dna evidence with the hope of exonerating kenny.",14.949,2010-10-15,7.075,576
9340,12158,en,Vampire in Brooklyn,"detective rita veder is assigned to a baffling serial murder case. after examining the crime scene — a corpse-filled ship found adrift at sea — she meets maximilian, a smooth-talking caribbean playboy determined to romance her.",8.878,1995-10-26,5.072,571
4649,15674,en,Sabrina the Teenage Witch,"a girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch.",14.067,1996-04-07,6.688,316
6036,77561,es,EVA,"in 2041, humans live side-by-side with robots and androids. a well-known cybernetic engineer, alex garel, returns to his hometown to create a new model of robot child.",17.805,2011-10-06,6.397,380
2273,842675,zh,The Wandering Earth II,"humans built huge engines on the surface of the earth to find a new home. but the road to the universe is perilous. in order to save earth, young people once again have to step forward to start a race against time for life and death.",49.98,2023-01-22,7.238,538
8547,485811,en,Redcon-1,"after a zombie apocalypse spreads from a london prison, the uk is brought to its knees. the spread of the virus is temporarily contained but, without a cure, it’s only a matter of time before it breaks its boundaries and the biggest problem of all… any zombies with combat skills are now enhanced. with the south east of england quarantined from the rest of the world using fortified borders, intelligence finds that the scientist responsible for the outbreak is alive and well in london. with his recovery being the only hope of a cure, a squad of eight special forces soldiers is sent on a suicide mission to the city, now ruled by the undead, with a single task: get him out alive within 72 hours by any means necessary. what emerges is an unlikely pairing on a course to save humanity against ever-rising odds.",20.931,2018-09-07,5.693,303
4437,568091,en,Fractured,"driving cross-country, ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. after a frantic rush to the hospital and a clash with the check-in nurse, ray is finally able to get her to a doctor. while the wife and daughter go downstairs for an mri, ray, exhausted, passes out in a chair in the lobby. upon waking up, they have no record or knowledge of ray's family ever being checked in.",30.861,2019-09-22,6.732,2466
2151,663870,da,Riders of Justice,"markus returns home to care for his daughter when his wife dies in a tragic train accident. however, when a survivor of the wreck surfaces and claims foul play, markus suspects his wife was murdered and embarks on a mission to find those responsible.",17.526,2020-11-19,7.266,813
4736,615667,en,Ma Rainey's Black Bottom,tensions rise when the trailblazing mother of the blues and her band gather at a chicago recording studio in 1927. adapted from august wilson's play.,17.242,2020-11-25,6.673,1136
1522,190859,en,American Sniper,"u.s. navy seal chris kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in american history. his pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. despite grave danger and his struggle to be a good husband and father to his family back in the states, kyle serves four tours of duty in iraq. however, when he finally returns home, he finds that he cannot leave the war behind.",70.435,2014-12-25,7.43,12685
5112,27958,en,Cruising,"when new york is caught in the grip of a sadistic serial killer who preys on patrons of the city's underground bars, young rookie steve burns infiltrates the s&m subculture to try and lure him out of the shadows.",19.495,1980-02-15,6.589,518
574,502,en,Fail Safe,because of a technical defect an american bomber team mistakenly orders the destruction of moscow. the president of the united states has but little time to prevent an atomic catastrophe from occurring.,22.633,1964-10-07,7.808,380
4598,8065,en,21,"ben campbell is a young, highly intelligent student at m.i.t. who strives to succeed. wanting a scholarship to transfer to harvard school of medicine to become a doctor, ben learns that he cannot afford the $300,000 tuition as he comes from a poor, working-class background. but one evening, ben is introduced by his unorthodox math professor to a small but secretive club of five students, jill, choi, kianna, and fisher, who are being trained by professor rosa to count cards at blackjack.",38.615,2008-03-27,6.7,4556
6087,293646,en,The 33,"based on the true story of the collapse of a mine in san jose, chile—that left 33 miners isolated underground for 69 days.",23.819,2015-08-06,6.385,912
8985,19794,en,Labor Pains,"a young woman pretends to be pregnant in order to avoid being fired from her job. when that gets her a bunch of special treatment by everyone involved in her life, she tries to keep up the lie for nine months.",13.559,2009-06-19,5.442,419
7584,66118,fr,Case départ,two contempo frenchmen of antillean descent visit their ancestor's time as well as their land in the slavery-themed french era.,11.074,2011-07-06,6.024,480
6262,524369,en,The Many Saints of Newark,"young anthony soprano is growing up in one of the most tumultuous eras in newark, n.j., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful dimeo crime family. caught up in the changing times is the uncle he idolizes, dickie moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, tony soprano.",25.208,2021-09-22,6.342,643
5765,10159,en,The Rundown,"when travis, the mouthy son of a criminal, disappears in the amazon in search of a treasured artifact, his father sends in beck, who becomes travis's rival for the affections of mariana, a mysterious brazilian woman. with his steely disposition, beck is a man of few words -- but it takes him all the discipline he can muster to work with travis to nab a tyrant who's after the same treasure.",41.42,2003-09-26,6.453,1936
2918,454640,en,The Angry Birds Movie 2,"red, chuck, bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",44.847,2019-08-02,7.08,1660
7310,404733,en,Overdrive,"master car thieves square off against french gangsters in the south of france with money, women and lives all on the line.",23.536,2017-06-16,6.095,919
9052,58428,en,The Innkeepers,"during the final days at the yankee pedlar inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",17.078,2011-08-18,5.396,632
2215,2277,en,Bicentennial Man,"richard martin buys a gift, a new ndr-114 robot. the product is named andrew by the youngest of the family's children. ""bicentennial man"" follows the life and times of andrew, a robot purchased as a household appliance programmed to perform menial tasks. as andrew begins to experience emotions and creative thought, the martin family soon discovers they don't have an ordinary robot.",26.591,1999-12-17,7.251,3563
6169,528491,en,WHAT DID JACK DO?,"in a locked down train station, a homicide detective conducts an interview with a tormented monkey  who is suspected of murder.",13.978,2017-11-08,6.362,471
4778,9588,en,Quigley Down Under,"american matt quigley answers australian land baron elliott marston's ad for a sharpshooter to kill the dingoes on his property. but when quigley finds out that marston's real target is the aborigines, quigley hits the road. now, even american expatriate crazy cora can't keep quigley safe in his cat-and-mouse game with the homicidal marston.",19.302,1990-10-17,6.7,369
8682,82679,en,Fun Size,"wren is invited to a halloween party by her crush, aaron riley, but she is also forced by her mother to take her oddball little brother albert with her when she goes out trick-or-treating on halloween. when she goes to the party instead, she loses him and must find him before her mother finds out.",10.155,2012-10-24,5.62,422
7569,109491,en,Beautiful Creatures,"ethan wate just wants to get to know lena duchannes better, but unbeknownst to him, lena has strange powers.  as lena's 16th birthday approaches she might decide her fate, to be good or evil.  a choice which will impact her relationship forever.",21.514,2013-02-13,6.026,2803
